------- Tamaño de tabla 5000 X 50 --------
Original,Colision,Equivalente,Hash
xtyhn,uumqjc,0,0
0,0,0
0,0,0
lwvcd,pffoaa,0,0
nbqrs,vukttc,nbqrs,4030281772
0,0,0
0,0,0
pezal,ixtpto,0,0
yxwfg,jiiavk,0,0
0,0,0
omkpl,gpkhzd,0,0
0,0,0
0,0,0
0,0,0
ghwpo,gpizco,0,0
mndsf,wzwjfb,0,0
0,0,0
0,0,0
jseoi,ojbifb,0,0
0,0,0
oiswy,mxlyxv,0,0
hxuqz,hfkjrk,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
vdqrp,tamrvg,0,0
0,0,0
pkoat,jaetuu,pkoat,3151102990
0,0,0
vqlmh,jxcmyt,vqlmh,2982472527
0,0,0
0,0,0
0,0,0
0,0,0
yvwuo,uonvvf,0,0
kgrbj,uqyfuu,0,0
0,0,0
0,0,0
0,0,0
0,0,0
iklxz,mqdoox,0,0
pvrwe,ttfwht,0,0
0,0,0
0,0,0
mcjiv,coacxd,0,0
0,0,0
qnaxs,tllrki,0,0
0,0,0
0,0,0
hxlfq,wkdycy,0,0
0,0,0
vrjut,lcplwl,0,0
0,0,0
0,0,0
wtzub,ipcdeg,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
nqwai,cllkry,0,0
sioyh,cojlcn,0,0
zftwe,mezivf,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
whzmr,bigjft,0,0
0,0,0
sebqx,vdhftk,0,0
tkdya,hhicna,0,0
lqgow,umclze,0,0
0,0,0
0,0,0
pcygk,izbbxz,0,0
mfdew,ipkddk,0,0
rutvl,jnvihj,rutvl,2001217427
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
qpkto,czspfa,0,0
vcwja,fdudty,0,0
0,0,0
0,0,0
txyvs,bsexov,0,0
0,0,0
0,0,0
ipxnr,cwasvd,0,0
ebyda,tvmmdh,0,0
0,0,0
0,0,0
utbpo,epkhby,0,0
yjedn,viwjsu,0,0
0,0,0
0,0,0
0,0,0
wpexq,vncfeo,0,0
iblgn,qgpmcg,0,0
